,months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,property_damage_YES,police_report_available_YES
18,-0.39533145152948795,-1.0527995905419327,-0.4891078143167476,0.7302421141294668,-0.3890536973849579,1.0513153917234357,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-0.14991176454085534,1.2605432467074935,0.8276440838517679,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
727,-1.4493705626820874,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.33031452870900924,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,1.6867636313724244,0.12138945843945512,1.332257674861821,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
82,-1.1096389483436464,-0.2268584891753536,2.118694513201457,-0.9121925954839771,0.9506531277755026,-1.2558873699227289,-0.8402133792072178,1.204577199809007,0.46697333531427326,-1.3458864409495028,-1.2065743499835069,-1.6843854488951524,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
537,2.0437673180798335,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-1.0411861202143884,0.9071152191205504,1.122901992772263,1.204577199809007,-0.4333608587363822,-0.24957632090824264,-0.23315380162923457,0.6215935341893296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
419,-0.586974926284506,-1.0527995905419327,1.6840607919484227,1.1417532281864615,-1.065995505865508,-0.823286852114073,-0.8402133792072178,1.204577199809007,-1.3336950527870377,1.4996383418663097,1.571030835406701,1.52621852390631,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
254,-1.6148808363341485,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,1.3397157369292063,1.122901992772263,1.204577199809007,0.46697333531427326,-0.32890117189453044,0.8913147628489765,0.4575941171110623,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,0.19702110680420437,-0.2268584891753536,2.118694513201457,1.4702401701091505,-0.6796779292980737,1.195515564326321,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-1.2340180613534557,-1.3848949245742679,-1.7211801899063022,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
192,1.338170888299994,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.18611435610612392,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,-0.3695805826567294,0.8073991983356772,0.08176211964003322,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0.19702110680420437,1.4250237135578045,1.6840607919484227,-0.9121925954839771,0.9506531277755026,-0.5348865069083025,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,-1.339784529335173,-1.3576223661074458,-1.7758466622657245,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
952,0.4060867156278605,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,1.4839159095320915,1.122901992772263,-1.2305519103170177,0.46697333531427326,1.5362498115522887,1.6087928394376858,1.1766684843003878,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
770,0.4322199167308175,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.9135949940086303,-1.4000875425256143,1.122901992772263,-0.012987355254005385,-1.3336950527870377,-0.42856572826191774,0.6857216297913932,0.251543567448624,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
678,0.6151523244515166,-1.0527995905419327,-0.4891078143167476,0.6941446479841163,-1.2254844136227057,-0.10228598909964663,1.122901992772263,-1.2305519103170177,0.46697333531427326,1.3206489345126347,-0.0674205617154684,0.5895295455938991,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
401,0.48448631893673155,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.10228598909964663,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,0.3687507226771805,0.4046044886718404,0.21106935233635932,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
376,-1.1619053505495602,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-2.093812911411893,-0.3906863343054172,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-0.1519457350789653,-0.13245512421327538,0.8234389705933508,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
495,0.48448631893673155,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.8001806596035119,1.0513153917234357,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,1.2230183486833572,1.2857179160614833,0.8528747634022705,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
187,0.2841317771473944,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.43867246868719717,-0.3906863343054172,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-1.2746974721156548,-1.4058738157025927,-1.757974930917452,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
595,-1.3012824230986644,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.07007588187056253,0.18611435610612392,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-1.4984342313077486,-0.15762979356726517,0.7729776114923455,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
712,2.1831443906289376,-0.2268584891753536,-0.4891078143167476,2.0694581081219674,-0.8037248575536718,0.18611435610612392,1.122901992772263,-0.012987355254005385,1.3673075293649286,-0.3716145531948393,0.8032034201100122,0.6604908318296878,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
668,0.6325744585201546,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.45993765638815687,1.3397157369292063,-0.8402133792072178,1.204577199809007,0.46697333531427326,-0.308561466513431,-0.2939925859013766,0.4996452496952334,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
373,-0.5695527922158681,1.4250237135578045,2.118694513201457,1.2175579070916975,0.9506531277755026,-1.4000875425256143,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-1.3601242347162723,-1.3786012572357704,-1.7101417676029573,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0
222,1.085549944304743,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,1.0513153917234357,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,0.315867488686322,0.3500593717381958,-0.31930055738149854,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
528,1.512392228986374,-1.0527995905419327,-0.4891078143167476,0.5822425029335301,0.9506531277755026,0.33031452870900924,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-0.2109308806841537,-0.1932939084854174,1.366949859243762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
288,-1.0225282780004563,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.823286852114073,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,0.010771907969830274,0.03537600481332329,0.7698237765485326,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
375,0.9548839387899578,-0.2268584891753536,2.118694513201457,-0.9121925954839771,-1.0624513079153481,0.04191418350323865,1.122901992772263,-0.012987355254005385,-1.3336950527870377,-0.5099245497863155,-0.5016836080717925,-1.0662337999078375,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
161,0.6325744585201546,1.4250237135578045,2.553328234454491,-0.9121925954839771,-0.9632137653108696,0.04191418350323865,-0.8402133792072178,1.204577199809007,-1.3336950527870377,0.8813112982808865,0.9332725451056262,0.8071441567169845,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
394,-0.4214646526324449,-1.0527995905419327,2.553328234454491,0.5569742766317848,-0.5237332194910359,-1.4000875425256143,2.1044596787620033,1.204577199809007,0.46697333531427326,-0.528230284629305,0.4801284967338098,-0.20523686024693444,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
152,-0.8831512054513522,-1.0527995905419327,-0.4891078143167476,0.23931657455270117,-0.6300591579958343,1.6281160821349767,1.122901992772263,-0.012987355254005385,1.3673075293649286,0.49078895496377717,0.5304778354417894,0.35299192480793673,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
548,0.040221900186462295,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.823286852114073,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-1.2055424738199165,-1.3702097007844407,-1.6197318325469894,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
391,0.7980847321722156,-0.2268584891753536,0.8147933494423545,1.0695582958957608,-0.35006751993319846,0.7629150465176651,1.122901992772263,-1.2305519103170177,-1.3336950527870377,-0.3350030835088603,-0.32126514436819886,0.14431317935898771,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
361,-1.2577270879270694,-1.0527995905419327,-0.4891078143167476,0.7988272998056326,0.9506531277755026,0.4745147013118945,1.122901992772263,1.204577199809007,-0.4333608587363822,0.4053621923631595,0.4423664927028251,0.4996452496952334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
964,-0.3691982504265309,-0.2268584891753536,1.2494270706953887,-0.9121925954839771,-0.33943492608271864,-0.6790866795111877,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-1.4191093803214607,-1.3576223661074458,-1.8168465165352914,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
150,-0.621819194421782,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.7629150465176651,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,0.03111161335092972,1.6339675087916756,1.2018991638508905,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
360,2.1395890554573422,1.4250237135578045,0.3801596281893205,-0.9121925954839771,-0.5591751989926355,-1.2558873699227289,1.122901992772263,1.204577199809007,-0.4333608587363822,1.6786277492199846,0.11719368021379015,0.9133232664920165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
335,-0.7350630658679291,-0.2268584891753536,2.118694513201457,-0.9121925954839771,0.9506531277755026,0.6187148739147798,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-0.023805591178038783,-0.00028811010482892316,0.7072727168295782,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
34,-0.491153188906997,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.7629150465176651,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,0.6982539498509915,-0.3883975959788384,0.5942602980096183,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
826,-0.22982117787742684,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.24648616170253193,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-0.2983916138228813,-0.2835031403372142,0.21054371317905718,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
397,0.4060867156278605,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.07007588187056253,0.7629150465176651,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,1.5484536347809483,0.05006122860315068,0.7955800952563374,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1
855,-0.06431090422536576,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.10228598909964663,1.122901992772263,-0.012987355254005385,1.3673075293649286,-0.38178440588538903,-0.369516593963346,0.0596852750333434,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
662,0.0489329672207813,1.4250237135578045,1.2494270706953887,0.6111204758498104,-0.24728577937855994,1.4839159095320915,1.122901992772263,-0.012987355254005385,-1.3336950527870377,-0.2902557316704415,-0.27511158388588425,0.22526160958351707,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
871,-0.630530261456101,-1.0527995905419327,-0.4891078143167476,1.6471177542213675,-1.2148518197722258,-0.5348865069083025,-0.8402133792072178,1.204577199809007,-1.3336950527870377,-1.413007468707131,-1.345035031430451,-1.8058080942319465,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
691,-0.055599837191046754,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.93131598375943,-0.823286852114073,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,0.1450139634850866,-0.6737105153240561,-0.26148025007826325,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
993,-0.7089298647649721,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.18703441422584083,1.195515564326321,1.122901992772263,-1.2305519103170177,-0.4333608587363822,-0.27398396736556196,-0.25832847098322437,0.5711321750883243,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
134,-0.9789729428288613,1.4250237135578045,-0.4891078143167476,1.4449719438074051,-1.3743407275294235,0.6187148739147798,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,2.032538622851115,0.2997100330302162,0.7771827247507626,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
812,1.7301689048443492,-0.2268584891753536,1.2494270706953887,-0.9121925954839771,-1.3070009664763844,1.6281160821349767,-0.8402133792072178,1.204577199809007,-1.3336950527870377,-0.41839587557136804,-0.4072785979943307,0.2725691337407095,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
398,-1.7368357748146146,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.7292967006003129,-0.6790866795111877,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-1.3804639400973717,-1.4604189326362373,-1.838397721984679,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
513,-0.18626584270583182,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.823286852114073,1.122901992772263,-1.2305519103170177,0.46697333531427326,0.9301265911955252,-0.2688179165473868,-0.07750654502251478,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
919,-0.15142157456855582,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-1.4877550619345419,-0.5348865069083025,1.122901992772263,-0.012987355254005385,-1.3336950527870377,1.3125130523601949,-0.07161633994113335,0.9453872550874469,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
670,0.03151083315214329,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.7629150465176651,1.122901992772263,-0.012987355254005385,1.3673075293649286,0.16535366886618605,0.19481557738859204,0.619490977560121,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
706,0.5019084530053696,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.7629150465176651,-0.8402133792072178,1.204577199809007,1.3673075293649286,1.1904748200735982,-0.13455301332610786,1.1666813403116474,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1
435,-0.9005733395199902,-1.0527995905419327,-0.4891078143167476,1.0803875357393657,0.9506531277755026,-0.823286852114073,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-0.005499856335049283,0.018592891910663427,1.1262071251993826,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
944,0.5280416541083266,-0.2268584891753536,-0.4891078143167476,-0.4501450288234918,-0.8108132534539918,0.04191418350323865,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,0.10230058218477778,0.12978101489078506,0.9354001110987062,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1
967,-0.22982117787742684,-0.2268584891753536,2.118694513201457,1.0298510831358754,0.9506531277755026,-1.1116871973198437,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-0.3960221996521586,0.7528540814020326,0.03392895632553861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
49,-0.11657730643127978,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.4776586461389566,1.0513153917234357,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,1.6176086330766866,0.0857253435213029,0.8581311549752919,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
890,-0.525997457044273,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.9071152191205504,-0.8402133792072178,1.204577199809007,-1.3336950527870377,0.43383777989669875,-0.5247603883129498,0.03708279126935144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
889,-0.1252883734655988,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,1.0513153917234357,1.122901992772263,1.204577199809007,-1.3336950527870377,0.5843515997168346,-0.4471384911381479,0.19267198183078446,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
493,0.2231543079071614,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.04191418350323865,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,0.5965554229454944,0.6395680693090785,0.4759914876166372,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
832,0.7806625981035776,-1.0527995905419327,-0.4891078143167476,0.9720951373033146,-0.6265149600456744,-0.24648616170253193,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-1.3438524704113928,-1.441537930620745,-1.7805774146814437,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
614,-0.647952395524739,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-1.3601639357287836,-1.2558873699227289,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-1.3987696749403613,-1.4184611503795876,-1.754295456816337,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
597,-1.7629689759175717,-1.0527995905419327,1.6840607919484227,-0.9121925954839771,0.9506531277755026,-1.2558873699227289,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-1.3967357044022515,-1.3114688056251311,-1.7763723014230266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
677,-0.7002187977306531,-1.0527995905419327,-0.4891078143167476,1.0876070289684359,-0.48120284408911657,-1.1116871973198437,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-1.4984342313077486,-1.319860362076461,-1.7837312496252566,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
204,0.31026497825035143,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,1.3397157369292063,1.122901992772263,-0.012987355254005385,0.46697333531427326,-0.6360307231491321,-1.076505224987893,-1.2917329983904549,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
60,-0.44759785373540195,-1.0527995905419327,-0.4891078143167476,0.41980390527945327,0.9506531277755026,0.4745147013118945,1.122901992772263,1.204577199809007,-0.4333608587363822,1.6420162795340059,-1.5212577169083794,0.8802079995819817,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
544,0.4235088496964985,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.24648616170253193,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-1.4984342313077486,-0.3862997068660059,0.03024948222442364,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
135,-0.2995097141519789,1.4250237135578045,-0.4891078143167476,2.1524822802562733,0.9506531277755026,0.33031452870900924,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,1.3165809934364148,-0.06951845082830088,0.5858500714927841,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
330,-0.6653745295933771,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,1.6281160821349767,-0.8402133792072178,1.204577199809007,1.3673075293649286,0.5192645424973165,-0.4807047169434676,-0.39604387434761074,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
793,-0.7089298647649721,-0.2268584891753536,-0.4891078143167476,0.14546316257479008,0.9506531277755026,1.6281160821349767,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-0.32483323081831056,-0.3107756988040365,0.46600434362789656,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
31,-0.3430650493235739,1.4250237135578045,2.987961955707525,0.08048772351315935,0.9506531277755026,-0.24648616170253193,1.122901992772263,1.204577199809007,0.46697333531427326,0.018907790122270052,0.043767561264653226,0.7845416729529925,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
